"Id";"Version";"TypeId";"Name";"IsActive"
"736";"1503623847";"62";"Погрузчик-перегружатель контейнерный ричстакер";"true"
"737";"1503623847";"36";"Трактор гусеничный с бульдозерным оборудованием";"true"
"738";"1503623847";"62";"Погрузчик колесный ковшовый";"true"
"739";"1503623847";"11";"Автомобиль-сортиментовоз с ГМУ";"true"
"740";"1503623847";"11";"Грузовой-контейнеровоз";"true"
"741";"1503623847";"25";"Прицеп автомобильный";"true"
"742";"1503623847";"48";"Машина для коммунального и дорожного хозяйства";"true"
"743";"1503623847";"163";"Компрессор передвижной";"true"
"744";"1503623847";"33";"Плуг полунавесной оборотный";"true"
"745";"1503623847";"164";"Колесный вилочный автопогрузчик";"true"
"746";"1503623847";"49";"Машина сваебойная";"true"
"747";"1503623847";"165";"Специальный, пассажирское транспортное средство";"true"
"748";"1575485719";"49";"Прицепной растворосмеситель";"true"
"749";"1575485719";"14";"Грузовой-автокран";"true"
"750";"1575485719";"33";"Навесной оборотный плуг";"true"
"751";"1575485719";"33";"Каток кольчато-зубчатый";"true"
"752";"1575485719";"6";"Автомобиль-фургон специализированный (рефрижератор)";"true"
"753";"1575485719";"3";"Предназначен для перевозки хлебобулочных изделий";"true"
"754";"1575485719";"11";"Специализированный, для перевозки зерна и комбикорма";"true"
"755";"1575485719";"3";"Грузовой фургон цельнометаллический";"true"
"756";"1575485719";"11";"Машина каналопромывочная";"true"
"757";"1575485719";"38";"Каток дорожный грунтовый";"true"
"758";"1575485719";"10";"Автобус специальный";"true"
"759";"1575485719";"45";"Мобильная буровая система";"true"
"760";"1575485719";"12";"Специализированный, катафалк";"true"
"761";"1575485719";"11";"Мусоровоз с задней загрузкой";"true"
"762";"1575485719";"25";"Мобильный барабанный просеиватель";"true"
"763";"1575485719";"32";"Трактор малогабаритный";"true"
"764";"1575485719";"11";"Специальный, лесовоз с КМУ";"true"
"765";"1575485719";"31";"Автопогрузчик электрический";"true"
"766";"1575485719";"44";"Снегоочиститель шнекороторный";"true"
"767";"1669134452";"49";"Самоходная бетоносмесительная установка";"true"
